BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Broker B,Single Family,880641,2,1,827,486 Main St,NY,486 Main St,County B,City A,District A,Main St,Property 486,"486 Main St, City A, CA",37.902211878746726,-121.60029267382231
Broker B,Townhouse,371830,3,1,2299,487 Main St,CA,487 Main St,County C,City A,District B,Oak Ave,Property 487,"487 Main St, City A, CA",37.950572297968584,-121.8722723574311
Broker A,Condo,605629,1,2,814,488 Main St,NY,488 Main St,County A,City A,District C,Oak Ave,Property 488,"488 Main St, City A, CA",38.735166358492066,-122.37861498656447
Broker C,Single Family,415507,1,1,4045,489 Main St,NY,489 Main St,County C,City A,District C,Pine Blvd,Property 489,"489 Main St, City A, CA",38.46806936025385,-122.10439172481023
Broker A,Townhouse,459687,5,1,1634,490 Main St,CA,490 Main St,County A,City B,District A,Main St,Property 490,"490 Main St, City A, CA",38.57627153546364,-121.8438504921689
Broker B,Townhouse,756021,1,3,3246,491 Main St,TX,491 Main St,County C,City A,District B,Main St,Property 491,"491 Main St, City A, CA",38.17253498573275,-121.46880603406888
Broker B,Townhouse,275915,1,1,2020,492 Main St,CA,492 Main St,County C,City C,District A,Pine Blvd,Property 492,"492 Main St, City A, CA",38.111212727504956,-121.56026964024876
Broker A,Condo,719961,1,3,655,493 Main St,WA,493 Main St,County B,City C,District A,Oak Ave,Property 493,"493 Main St, City A, CA",38.00938400678317,-122.19104438582114
Broker C,Single Family,554179,5,4,2224,494 Main St,WA,494 Main St,County C,City A,District B,Main St,Property 494,"494 Main St, City A, CA",38.25554802831241,-122.19929016998083
Broker B,Townhouse,142828,3,1,3843,495 Main St,TX,495 Main St,County B,City C,District B,Pine Blvd,Property 495,"495 Main St, City A, CA",38.32672873353417,-122.21822703288609
Broker B,Condo,935036,3,1,1386,496 Main St,NY,496 Main St,County A,City B,District A,Pine Blvd,Property 496,"496 Main St, City A, CA",38.40667484365276,-121.4969011036975
Broker B,Condo,372670,1,3,3573,497 Main St,TX,497 Main St,County C,City A,District C,Main St,Property 497,"497 Main St, City A, CA",38.0320185039987,-121.56673384689827
Broker A,Condo,955342,5,4,3305,498 Main St,WA,498 Main St,County C,City A,District A,Pine Blvd,Property 498,"498 Main St, City A, CA",38.72355408090299,-121.64451656774705
Broker B,Townhouse,125592,3,2,1221,499 Main St,TX,499 Main St,County A,City B,District C,Oak Ave,Property 499,"499 Main St, City A, CA",37.94465849820714,-122.02666488577577
Broker C,Single Family,391126,3,4,1412,500 Main St,CA,500 Main St,County A,City C,District A,Pine Blvd,Property 500,"500 Main St, City A, CA",38.74055317476641,-121.91501929570123
Broker B,Townhouse,886639,3,3,3857,501 Main St,TX,501 Main St,County C,City B,District B,Oak Ave,Property 501,"501 Main St, City A, CA",37.789756122507505,-121.95506825520485
Broker B,Townhouse,332041,5,4,1370,502 Main St,NY,502 Main St,County A,City B,District C,Oak Ave,Property 502,"502 Main St, City A, CA",38.256025691816845,-122.16600189244062
Broker C,Single Family,450877,5,3,4608,503 Main St,CA,503 Main St,County B,City C,District B,Main St,Property 503,"503 Main St, City A, CA",38.10826783811657,-121.91437195385123
Broker B,Single Family,854296,1,3,997,504 Main St,FL,504 Main St,County A,City B,District B,Pine Blvd,Property 504,"504 Main St, City A, CA",38.224023413930254,-122.38890345214725
Broker A,Single Family,224982,4,2,2256,505 Main St,WA,505 Main St,County A,City C,District B,Oak Ave,Property 505,"505 Main St, City A, CA",38.34556457898079,-122.28758962650254
Broker A,Condo,356911,3,1,1617,506 Main St,WA,506 Main St,County C,City C,District B,Oak Ave,Property 506,"506 Main St, City A, CA",38.21048915801271,-121.53281040383105
Broker A,Single Family,168619,4,3,3909,507 Main St,TX,507 Main St,County B,City B,District B,Pine Blvd,Property 507,"507 Main St, City A, CA",38.189746850301596,-121.66772023296858
Broker C,Townhouse,784688,5,3,3328,508 Main St,CA,508 Main St,County A,City C,District A,Oak Ave,Property 508,"508 Main St, City A, CA",38.507623415413306,-121.9965315909409
Broker B,Single Family,408623,5,2,2147,509 Main St,FL,509 Main St,County B,City B,District C,Pine Blvd,Property 509,"509 Main St, City A, CA",38.46077627508647,-121.90224963771612
Broker A,Townhouse,601643,5,3,3483,510 Main St,CA,510 Main St,County B,City C,District A,Main St,Property 510,"510 Main St, City A, CA",38.60817128203585,-122.04940111404002
Broker C,Condo,251175,4,1,642,511 Main St,WA,511 Main St,County B,City A,District A,Oak Ave,Property 511,"511 Main St, City A, CA",38.0248589812395,-121.67862013283933
Broker B,Townhouse,270963,5,2,3261,512 Main St,CA,512 Main St,County C,City C,District A,Oak Ave,Property 512,"512 Main St, City A, CA",38.384428509754066,-121.63521282076792
Broker C,Townhouse,241826,1,1,3935,513 Main St,FL,513 Main St,County A,City C,District B,Pine Blvd,Property 513,"513 Main St, City A, CA",38.36009478539285,-121.65611480979683
Broker A,Single Family,855343,5,1,2931,514 Main St,TX,514 Main St,County C,City B,District A,Pine Blvd,Property 514,"514 Main St, City A, CA",38.144637810872695,-121.69678827516555
Broker A,Single Family,967869,2,2,2348,515 Main St,NY,515 Main St,County A,City C,District C,Pine Blvd,Property 515,"515 Main St, City A, CA",38.260957541902684,-122.2148956613072
Broker A,Townhouse,198540,4,3,3196,516 Main St,CA,516 Main St,County A,City A,District A,Pine Blvd,Property 516,"516 Main St, City A, CA",38.08868214330573,-122.08143002075951
Broker C,Single Family,959414,2,1,2217,517 Main St,NY,517 Main St,County C,City A,District B,Oak Ave,Property 517,"517 Main St, City A, CA",37.91674439761699,-121.94955456501633
Broker C,Condo,727035,5,1,3572,518 Main St,WA,518 Main St,County B,City C,District C,Main St,Property 518,"518 Main St, City A, CA",37.98870121066273,-122.08860700857234
Broker A,Condo,286994,1,1,1567,519 Main St,TX,519 Main St,County B,City C,District C,Main St,Property 519,"519 Main St, City A, CA",37.8804136464012,-121.66445979984167
Broker C,Single Family,410375,3,1,3286,520 Main St,TX,520 Main St,County A,City A,District C,Main St,Property 520,"520 Main St, City A, CA",38.45796957519013,-122.09004647575004
Broker A,Condo,129301,5,2,4291,521 Main St,CA,521 Main St,County C,City B,District C,Main St,Property 521,"521 Main St, City A, CA",38.43562739310915,-122.28116791321466
Broker A,Single Family,322724,1,2,1788,522 Main St,TX,522 Main St,County B,City A,District A,Pine Blvd,Property 522,"522 Main St, City A, CA",38.725506371579876,-122.02035954795168
Broker B,Townhouse,614003,4,4,4371,523 Main St,CA,523 Main St,County B,City A,District B,Oak Ave,Property 523,"523 Main St, City A, CA",38.504578413647245,-121.43948556721762
Broker C,Townhouse,293783,2,4,2306,524 Main St,CA,524 Main St,County A,City C,District C,Oak Ave,Property 524,"524 Main St, City A, CA",37.82694583875613,-122.19351858706642
Broker A,Condo,796683,2,1,2004,525 Main St,NY,525 Main St,County A,City C,District C,Oak Ave,Property 525,"525 Main St, City A, CA",38.659145173928955,-121.80724134105677
Broker A,Single Family,118752,2,3,3808,526 Main St,TX,526 Main St,County C,City A,District B,Pine Blvd,Property 526,"526 Main St, City A, CA",38.63757516294573,-121.9864269501603
Broker C,Single Family,837565,4,1,3451,527 Main St,CA,527 Main St,County A,City B,District A,Oak Ave,Property 527,"527 Main St, City A, CA",38.2182203207727,-122.34837543235066
Broker B,Condo,984884,1,3,571,528 Main St,NY,528 Main St,County B,City A,District C,Pine Blvd,Property 528,"528 Main St, City A, CA",38.36076305052792,-121.93152339400194
Broker B,Townhouse,768755,4,1,2190,529 Main St,FL,529 Main St,County B,City A,District A,Oak Ave,Property 529,"529 Main St, City A, CA",38.75097833247252,-121.71723567135169
Broker A,Condo,317029,2,4,1844,530 Main St,NY,530 Main St,County B,City B,District A,Main St,Property 530,"530 Main St, City A, CA",38.30720436384817,-121.90618002417217
Broker C,Townhouse,156273,5,4,3803,531 Main St,NY,531 Main St,County B,City A,District A,Pine Blvd,Property 531,"531 Main St, City A, CA",38.68022182837609,-121.54729393625341
Broker B,Single Family,358503,3,3,3613,532 Main St,CA,532 Main St,County C,City A,District A,Oak Ave,Property 532,"532 Main St, City A, CA",37.85793875781019,-122.13046298334241
Broker C,Townhouse,716166,4,1,1382,533 Main St,WA,533 Main St,County C,City C,District C,Main St,Property 533,"533 Main St, City A, CA",37.965951868708686,-122.33315082869603
Broker C,Condo,891327,4,3,4734,534 Main St,WA,534 Main St,County A,City B,District C,Main St,Property 534,"534 Main St, City A, CA",38.21565494344132,-121.48283438834198
Broker A,Single Family,219968,1,4,3162,535 Main St,WA,535 Main St,County A,City C,District A,Main St,Property 535,"535 Main St, City A, CA",38.359656808337306,-122.04120365047177
Broker B,Condo,477844,1,1,2004,536 Main St,NY,536 Main St,County A,City C,District A,Pine Blvd,Property 536,"536 Main St, City A, CA",38.5911278518628,-121.84299444854636
Broker A,Condo,700847,4,1,2963,537 Main St,CA,537 Main St,County C,City B,District B,Pine Blvd,Property 537,"537 Main St, City A, CA",38.76316211514319,-121.6273968738698
Broker B,Townhouse,110699,2,3,3053,538 Main St,TX,538 Main St,County B,City B,District B,Oak Ave,Property 538,"538 Main St, City A, CA",38.16375149647412,-122.09508633612441
Broker B,Condo,296133,3,2,1232,539 Main St,NY,539 Main St,County A,City A,District B,Main St,Property 539,"539 Main St, City A, CA",37.82231563614009,-121.70323546182239
Broker B,Townhouse,634003,1,3,2248,540 Main St,NY,540 Main St,County B,City C,District C,Oak Ave,Property 540,"540 Main St, City A, CA",38.576071503295324,-122.28398115018217
Broker B,Single Family,119169,2,4,4424,541 Main St,CA,541 Main St,County A,City B,District B,Oak Ave,Property 541,"541 Main St, City A, CA",38.37928071908281,-122.1281062527945
Broker B,Townhouse,618652,5,4,923,542 Main St,FL,542 Main St,County A,City C,District C,Main St,Property 542,"542 Main St, City A, CA",37.973442858868204,-122.27468936386347
Broker C,Single Family,218413,1,4,3978,543 Main St,NY,543 Main St,County A,City C,District C,Oak Ave,Property 543,"543 Main St, City A, CA",38.26972845662142,-121.60816944159863
Broker A,Townhouse,743552,2,4,2091,544 Main St,FL,544 Main St,County A,City B,District C,Pine Blvd,Property 544,"544 Main St, City A, CA",38.517210245533725,-122.19675076477321
Broker C,Condo,367926,2,4,4985,545 Main St,FL,545 Main St,County A,City A,District C,Oak Ave,Property 545,"545 Main St, City A, CA",38.54531178706865,-121.70199644459478
Broker B,Townhouse,843537,3,2,4937,546 Main St,WA,546 Main St,County B,City C,District B,Main St,Property 546,"546 Main St, City A, CA",38.27451841199876,-121.47610160275434
Broker A,Townhouse,622988,3,1,992,547 Main St,CA,547 Main St,County A,City B,District A,Pine Blvd,Property 547,"547 Main St, City A, CA",38.08011453012886,-121.89162779093112
Broker B,Single Family,224481,5,3,691,548 Main St,FL,548 Main St,County B,City A,District A,Pine Blvd,Property 548,"548 Main St, City A, CA",38.7486425820385,-121.8793708077393
Broker A,Condo,315400,2,3,998,549 Main St,CA,549 Main St,County C,City C,District A,Oak Ave,Property 549,"549 Main St, City A, CA",38.43826261095649,-121.95836643190218
Broker C,Townhouse,659873,2,4,1756,550 Main St,WA,550 Main St,County A,City B,District B,Oak Ave,Property 550,"550 Main St, City A, CA",38.1831375193463,-122.09350985660636
Broker A,Condo,917114,3,3,2468,551 Main St,CA,551 Main St,County B,City C,District A,Pine Blvd,Property 551,"551 Main St, City A, CA",38.055363224204655,-121.94374496907508
Broker A,Townhouse,278936,1,4,4822,552 Main St,NY,552 Main St,County C,City B,District B,Oak Ave,Property 552,"552 Main St, City A, CA",38.50600298300356,-121.81659246773323
Broker A,Townhouse,492136,1,2,2686,553 Main St,FL,553 Main St,County C,City B,District B,Main St,Property 553,"553 Main St, City A, CA",38.01708344559377,-121.43340842782933
Broker A,Condo,970848,4,2,1316,554 Main St,CA,554 Main St,County C,City C,District B,Oak Ave,Property 554,"554 Main St, City A, CA",37.94660998897369,-121.48163544068177
Broker A,Townhouse,548330,3,1,3720,555 Main St,TX,555 Main St,County B,City C,District A,Oak Ave,Property 555,"555 Main St, City A, CA",38.304733888962076,-121.55724704170687
Broker B,Condo,489954,4,2,1973,556 Main St,CA,556 Main St,County A,City B,District A,Pine Blvd,Property 556,"556 Main St, City A, CA",38.064887392644145,-121.53026946429513
Broker A,Townhouse,138067,3,2,1586,557 Main St,FL,557 Main St,County A,City A,District A,Oak Ave,Property 557,"557 Main St, City A, CA",38.403805144923616,-121.95155081670795
Broker A,Single Family,798045,5,1,4699,558 Main St,WA,558 Main St,County B,City C,District C,Oak Ave,Property 558,"558 Main St, City A, CA",37.892838674874234,-121.76195567282254
Broker C,Condo,877622,2,3,2374,559 Main St,WA,559 Main St,County A,City B,District B,Oak Ave,Property 559,"559 Main St, City A, CA",38.42984110456732,-121.52433327706377
Broker A,Townhouse,118073,5,4,1370,560 Main St,FL,560 Main St,County B,City B,District C,Main St,Property 560,"560 Main St, City A, CA",38.0581965279977,-122.02644923500864
Broker C,Townhouse,136035,3,4,2542,561 Main St,NY,561 Main St,County A,City A,District B,Oak Ave,Property 561,"561 Main St, City A, CA",37.77514293443451,-121.45763752165453
Broker B,Single Family,296049,2,3,772,562 Main St,NY,562 Main St,County C,City A,District A,Main St,Property 562,"562 Main St, City A, CA",37.90183605767418,-122.00361393793081
Broker A,Condo,333782,1,1,1529,563 Main St,WA,563 Main St,County A,City A,District B,Main St,Property 563,"563 Main St, City A, CA",38.7085153778351,-121.81831733460677
Broker C,Townhouse,714661,1,3,3718,564 Main St,WA,564 Main St,County B,City C,District B,Main St,Property 564,"564 Main St, City A, CA",38.64225463911536,-121.70959528672762
Broker C,Single Family,969794,4,2,4569,565 Main St,FL,565 Main St,County B,City B,District C,Main St,Property 565,"565 Main St, City A, CA",38.00850903203624,-121.46880798692406
Broker B,Townhouse,714805,3,1,1551,566 Main St,NY,566 Main St,County C,City B,District B,Pine Blvd,Property 566,"566 Main St, City A, CA",38.5532719045455,-122.17478372594773
Broker A,Condo,689738,3,1,4533,567 Main St,WA,567 Main St,County B,City B,District A,Main St,Property 567,"567 Main St, City A, CA",38.38347159317398,-121.67326902176136
Broker A,Townhouse,634670,1,1,2073,568 Main St,NY,568 Main St,County A,City A,District B,Oak Ave,Property 568,"568 Main St, City A, CA",38.74580471144987,-121.89858441385591
Broker C,Townhouse,826331,5,4,3690,569 Main St,WA,569 Main St,County A,City B,District B,Main St,Property 569,"569 Main St, City A, CA",38.14850565953406,-122.15084285937935
Broker A,Townhouse,557828,2,3,4888,570 Main St,CA,570 Main St,County C,City C,District B,Oak Ave,Property 570,"570 Main St, City A, CA",38.45636061251717,-121.64279316020361
Broker C,Townhouse,845715,5,1,4297,571 Main St,TX,571 Main St,County B,City A,District C,Main St,Property 571,"571 Main St, City A, CA",37.838435722423924,-121.86717771982615
Broker A,Single Family,161929,5,1,3789,572 Main St,CA,572 Main St,County C,City A,District B,Pine Blvd,Property 572,"572 Main St, City A, CA",38.17114734681641,-121.75842617935032
Broker C,Single Family,857771,1,1,4247,573 Main St,WA,573 Main St,County A,City A,District B,Main St,Property 573,"573 Main St, City A, CA",38.73871766118818,-122.09649893142209
Broker A,Condo,852878,1,3,2605,574 Main St,TX,574 Main St,County C,City A,District C,Main St,Property 574,"574 Main St, City A, CA",38.31388087445012,-121.93812604817239
Broker B,Single Family,985296,1,4,807,575 Main St,TX,575 Main St,County B,City C,District C,Pine Blvd,Property 575,"575 Main St, City A, CA",38.062779503334845,-121.80204574901192
Broker A,Single Family,767689,4,2,3859,576 Main St,WA,576 Main St,County C,City B,District C,Main St,Property 576,"576 Main St, City A, CA",37.895170963128606,-122.01448918573016
Broker A,Condo,880965,5,4,3676,577 Main St,WA,577 Main St,County B,City C,District C,Oak Ave,Property 577,"577 Main St, City A, CA",38.47842834018153,-122.2210274601523
Broker B,Single Family,387313,3,1,1751,578 Main St,NY,578 Main St,County B,City B,District A,Main St,Property 578,"578 Main St, City A, CA",38.41975604342973,-121.4577595076847
Broker A,Single Family,187468,2,4,3247,579 Main St,WA,579 Main St,County A,City C,District A,Main St,Property 579,"579 Main St, City A, CA",38.14883871360378,-121.90793245995738
Broker B,Condo,134594,4,4,2017,580 Main St,FL,580 Main St,County A,City A,District B,Main St,Property 580,"580 Main St, City A, CA",38.72584135186584,-121.68547962971229
Broker A,Condo,291703,3,2,1878,581 Main St,WA,581 Main St,County A,City A,District A,Pine Blvd,Property 581,"581 Main St, City A, CA",37.79710281298785,-122.00835280644394
Broker C,Condo,145033,5,3,2461,582 Main St,FL,582 Main St,County B,City C,District B,Main St,Property 582,"582 Main St, City A, CA",38.078623851631825,-122.06426823597428
Broker C,Townhouse,687421,1,3,4805,583 Main St,WA,583 Main St,County C,City C,District A,Main St,Property 583,"583 Main St, City A, CA",38.69596948629958,-122.01223570153287
Broker A,Townhouse,173861,5,4,3363,584 Main St,NY,584 Main St,County B,City B,District C,Oak Ave,Property 584,"584 Main St, City A, CA",38.09583543831944,-122.01020335621435
Broker A,Condo,807650,2,4,3156,585 Main St,FL,585 Main St,County A,City C,District C,Main St,Property 585,"585 Main St, City A, CA",38.027152833855176,-121.87521988405804
Broker A,Condo,393894,4,3,2994,586 Main St,CA,586 Main St,County A,City C,District A,Main St,Property 586,"586 Main St, City A, CA",38.309120409931246,-121.87593013001863
Broker C,Condo,664749,4,3,4505,587 Main St,FL,587 Main St,County C,City B,District A,Main St,Property 587,"587 Main St, City A, CA",38.598701749920544,-121.92224618411713
Broker A,Townhouse,567016,2,2,4063,588 Main St,NY,588 Main St,County A,City B,District B,Main St,Property 588,"588 Main St, City A, CA",37.87804676087836,-122.28461421508256
Broker C,Townhouse,178222,3,1,1422,589 Main St,FL,589 Main St,County A,City B,District B,Oak Ave,Property 589,"589 Main St, City A, CA",38.71792070964574,-121.92332452149947
Broker B,Single Family,736308,3,4,4732,590 Main St,WA,590 Main St,County A,City C,District B,Oak Ave,Property 590,"590 Main St, City A, CA",38.569972881181165,-122.25029609957934
Broker C,Single Family,910658,4,3,4962,591 Main St,WA,591 Main St,County C,City B,District C,Pine Blvd,Property 591,"591 Main St, City A, CA",37.956150255551556,-122.29326421370423
Broker C,Condo,893153,4,4,3459,592 Main St,NY,592 Main St,County B,City A,District C,Main St,Property 592,"592 Main St, City A, CA",38.48690796119816,-121.48675428265882
Broker B,Townhouse,644897,1,4,683,593 Main St,TX,593 Main St,County A,City A,District C,Pine Blvd,Property 593,"593 Main St, City A, CA",38.15985872263756,-121.8144499868523
Broker C,Townhouse,754801,3,3,3858,594 Main St,WA,594 Main St,County C,City A,District C,Pine Blvd,Property 594,"594 Main St, City A, CA",38.17719467807632,-121.7599099418754
Broker A,Townhouse,303981,2,2,1898,595 Main St,CA,595 Main St,County A,City C,District B,Main St,Property 595,"595 Main St, City A, CA",38.55819009243887,-122.01760632966663
Broker A,Condo,204211,3,4,3296,596 Main St,NY,596 Main St,County C,City A,District C,Oak Ave,Property 596,"596 Main St, City A, CA",38.737684807980735,-121.51041910808513
Broker C,Single Family,286321,1,2,1036,597 Main St,FL,597 Main St,County A,City C,District C,Oak Ave,Property 597,"597 Main St, City A, CA",37.9015558728472,-121.78146951042034
Broker A,Condo,542111,4,3,1773,598 Main St,FL,598 Main St,County C,City C,District C,Main St,Property 598,"598 Main St, City A, CA",38.195530236878824,-121.6502301304764
Broker C,Single Family,587689,4,1,3467,599 Main St,CA,599 Main St,County A,City A,District C,Main St,Property 599,"599 Main St, City A, CA",38.2558416080843,-122.05083753097229
Broker A,Single Family,960952,1,1,3549,600 Main St,WA,600 Main St,County B,City B,District A,Oak Ave,Property 600,"600 Main St, City A, CA",38.151211816955,-121.45938811918087
Broker A,Condo,556956,2,4,1596,601 Main St,NY,601 Main St,County A,City C,District B,Main St,Property 601,"601 Main St, City A, CA",38.13808912371623,-121.59893870984168
Broker C,Single Family,950741,4,3,1805,602 Main St,CA,602 Main St,County C,City A,District B,Main St,Property 602,"602 Main St, City A, CA",37.8271686675616,-121.56545153698545
Broker A,Single Family,129984,5,2,1415,603 Main St,WA,603 Main St,County A,City C,District C,Main St,Property 603,"603 Main St, City A, CA",38.46043862056263,-122.24720573257424
Broker C,Townhouse,743235,4,4,3581,604 Main St,NY,604 Main St,County B,City B,District A,Oak Ave,Property 604,"604 Main St, City A, CA",38.21111441712005,-122.14843679212878
Broker A,Single Family,829182,5,3,4747,605 Main St,FL,605 Main St,County A,City B,District B,Pine Blvd,Property 605,"605 Main St, City A, CA",37.96969380264393,-122.13377340031641
Broker A,Condo,105901,1,3,1528,606 Main St,NY,606 Main St,County C,City A,District B,Pine Blvd,Property 606,"606 Main St, City A, CA",38.59093350230207,-122.14849077675312
Broker B,Condo,262624,1,2,2477,607 Main St,TX,607 Main St,County C,City C,District C,Main St,Property 607,"607 Main St, City A, CA",38.57746074815163,-121.56399183789571
Broker B,Single Family,322317,4,4,3854,608 Main St,NY,608 Main St,County B,City C,District C,Oak Ave,Property 608,"608 Main St, City A, CA",38.2612916280889,-122.3875152047914
Broker C,Townhouse,393199,3,3,3011,609 Main St,TX,609 Main St,County C,City C,District B,Main St,Property 609,"609 Main St, City A, CA",38.073350661147764,-122.34330001101922
Broker B,Townhouse,793045,5,3,770,610 Main St,NY,610 Main St,County A,City C,District B,Oak Ave,Property 610,"610 Main St, City A, CA",38.41299272579646,-122.14548512937009
Broker C,Single Family,245788,2,3,1686,611 Main St,TX,611 Main St,County A,City A,District A,Main St,Property 611,"611 Main St, City A, CA",38.063052135777404,-122.21952702535056
Broker B,Single Family,738387,4,2,4700,612 Main St,FL,612 Main St,County A,City B,District B,Oak Ave,Property 612,"612 Main St, City A, CA",38.01090793032371,-122.18754038611715
Broker A,Condo,635426,2,4,4264,613 Main St,WA,613 Main St,County C,City A,District B,Oak Ave,Property 613,"613 Main St, City A, CA",38.50541465402633,-121.6214568107467
Broker C,Single Family,790658,4,4,2898,614 Main St,TX,614 Main St,County A,City C,District C,Pine Blvd,Property 614,"614 Main St, City A, CA",37.81522523972095,-121.85627340610795
Broker C,Townhouse,123429,3,4,4735,615 Main St,TX,615 Main St,County A,City C,District B,Main St,Property 615,"615 Main St, City A, CA",37.86966847103459,-122.41362933870703
Broker A,Single Family,674488,3,4,4682,616 Main St,FL,616 Main St,County A,City B,District C,Pine Blvd,Property 616,"616 Main St, City A, CA",37.78168817402359,-121.9900772342958
Broker C,Condo,302380,3,1,2211,617 Main St,TX,617 Main St,County B,City C,District B,Pine Blvd,Property 617,"617 Main St, City A, CA",37.92784318647543,-122.01151507314964
Broker C,Condo,541460,3,1,2730,618 Main St,CA,618 Main St,County C,City A,District B,Oak Ave,Property 618,"618 Main St, City A, CA",37.84389000871046,-122.30545473055545
Broker B,Condo,872577,1,4,628,619 Main St,FL,619 Main St,County C,City A,District B,Main St,Property 619,"619 Main St, City A, CA",38.77070236777992,-121.74325821139854
Broker C,Condo,345127,1,2,1769,620 Main St,CA,620 Main St,County C,City B,District A,Oak Ave,Property 620,"620 Main St, City A, CA",38.06370996995409,-121.7173028116205
Broker A,Condo,987700,5,1,4172,621 Main St,FL,621 Main St,County B,City A,District C,Oak Ave,Property 621,"621 Main St, City A, CA",37.92416801266925,-121.6985067809479
Broker B,Single Family,860801,2,3,2101,622 Main St,TX,622 Main St,County C,City A,District A,Oak Ave,Property 622,"622 Main St, City A, CA",38.01589625799592,-121.6909290544414
Broker B,Single Family,117347,4,1,4470,623 Main St,CA,623 Main St,County B,City A,District B,Main St,Property 623,"623 Main St, City A, CA",38.711025571540134,-122.4193471730677
Broker A,Single Family,772280,4,3,4744,624 Main St,TX,624 Main St,County B,City A,District A,Main St,Property 624,"624 Main St, City A, CA",38.2950602230244,-121.46547919615327
Broker A,Single Family,656110,1,4,1127,625 Main St,FL,625 Main St,County C,City C,District C,Oak Ave,Property 625,"625 Main St, City A, CA",38.13971809630786,-121.60519123294533
Broker B,Condo,664396,4,1,4297,626 Main St,TX,626 Main St,County A,City A,District B,Main St,Property 626,"626 Main St, City A, CA",38.648291457909224,-121.51541830341071
Broker C,Townhouse,582315,1,2,2544,627 Main St,CA,627 Main St,County A,City B,District A,Oak Ave,Property 627,"627 Main St, City A, CA",38.16989027054903,-122.40375670469257
Broker B,Single Family,107967,5,1,4052,628 Main St,CA,628 Main St,County C,City B,District A,Main St,Property 628,"628 Main St, City A, CA",38.109908569957696,-121.48554120421426
Broker A,Townhouse,997151,2,1,2841,629 Main St,TX,629 Main St,County C,City A,District C,Main St,Property 629,"629 Main St, City A, CA",37.982182522549735,-121.6096114713119
Broker B,Single Family,636159,5,1,3714,630 Main St,NY,630 Main St,County B,City B,District A,Pine Blvd,Property 630,"630 Main St, City A, CA",38.152696823909416,-121.5821808570413
Broker A,Single Family,325371,3,4,749,631 Main St,FL,631 Main St,County C,City A,District C,Oak Ave,Property 631,"631 Main St, City A, CA",38.09158435601693,-122.32611261527802
Broker B,Townhouse,308524,3,2,3425,632 Main St,FL,632 Main St,County B,City B,District B,Pine Blvd,Property 632,"632 Main St, City A, CA",38.452203959298146,-121.6806219710814
Broker C,Condo,829630,3,1,1474,633 Main St,TX,633 Main St,County C,City B,District B,Pine Blvd,Property 633,"633 Main St, City A, CA",38.06448270467073,-121.45948331035791
Broker B,Single Family,264685,5,2,1825,634 Main St,NY,634 Main St,County A,City A,District A,Oak Ave,Property 634,"634 Main St, City A, CA",38.35209974642257,-121.74085265858183
Broker B,Single Family,652467,4,4,1483,635 Main St,CA,635 Main St,County A,City A,District B,Oak Ave,Property 635,"635 Main St, City A, CA",37.84079216503198,-121.84883859537538
Broker A,Single Family,351537,2,3,1388,636 Main St,WA,636 Main St,County C,City C,District B,Main St,Property 636,"636 Main St, City A, CA",37.966189156696515,-121.473770322251
Broker A,Townhouse,807548,3,1,3437,637 Main St,WA,637 Main St,County B,City A,District A,Oak Ave,Property 637,"637 Main St, City A, CA",38.18230527161135,-121.97646287826556
Broker A,Condo,941531,3,2,2617,638 Main St,TX,638 Main St,County A,City A,District B,Pine Blvd,Property 638,"638 Main St, City A, CA",38.711849253908696,-121.82010643368952
Broker B,Townhouse,659550,3,2,3172,639 Main St,NY,639 Main St,County B,City C,District A,Pine Blvd,Property 639,"639 Main St, City A, CA",38.1521519857157,-121.94306170650563
Broker C,Townhouse,964645,2,4,1826,640 Main St,NY,640 Main St,County C,City A,District C,Oak Ave,Property 640,"640 Main St, City A, CA",38.438974121199834,-121.4865537786397
Broker A,Condo,479551,3,1,970,641 Main St,FL,641 Main St,County C,City A,District C,Pine Blvd,Property 641,"641 Main St, City A, CA",38.0299872224214,-122.3433152732345
Broker A,Townhouse,571082,2,3,2487,642 Main St,CA,642 Main St,County A,City C,District C,Main St,Property 642,"642 Main St, City A, CA",37.90193357597323,-121.91828029917465
Broker B,Condo,972701,3,2,590,643 Main St,NY,643 Main St,County C,City A,District A,Pine Blvd,Property 643,"643 Main St, City A, CA",37.833436600080056,-121.73244755861455
Broker A,Single Family,160545,5,1,1029,644 Main St,WA,644 Main St,County A,City A,District A,Main St,Property 644,"644 Main St, City A, CA",38.08031349854275,-121.62749346157776
Broker C,Condo,334555,5,3,4559,645 Main St,CA,645 Main St,County B,City C,District B,Pine Blvd,Property 645,"645 Main St, City A, CA",37.93256102679691,-121.83638135255586
Broker C,Single Family,323894,2,2,3273,646 Main St,CA,646 Main St,County A,City C,District B,Main St,Property 646,"646 Main St, City A, CA",37.94891044801613,-121.51048225587854
Broker A,Townhouse,827506,5,2,2186,647 Main St,TX,647 Main St,County A,City B,District B,Main St,Property 647,"647 Main St, City A, CA",38.535659308386954,-121.47740855311612
